time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-12 00:00:00+00:00,6,6,996,271
2025-02-13 00:00:00+00:00,16,15,1694,471
2025-02-14 00:00:00+00:00,20,15,1673,383
2025-02-15 00:00:00+00:00,16,15,802,237
2025-02-16 00:00:00+00:00,10,7,981,245
2025-02-17 00:00:00+00:00,13,12,1627,470
2025-02-18 00:00:00+00:00,5,5,2112,508
2025-02-19 00:00:00+00:00,8,7,1993,506
2025-02-20 00:00:00+00:00,10,10,1911,482
2025-02-21 00:00:00+00:00,15,14,1628,482
2025-02-22 00:00:00+00:00,9,9,860,226
2025-02-23 00:00:00+00:00,3,3,799,248
2025-02-24 00:00:00+00:00,11,10,2088,503
2025-02-25 00:00:00+00:00,29,15,2043,530
2025-02-26 00:00:00+00:00,5,3,645,221
