time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-05 00:00:00+00:00,4,4,2134,292
2024-02-06 00:00:00+00:00,6,5,3823,468
2024-02-07 00:00:00+00:00,10,9,3546,473
2024-02-08 00:00:00+00:00,7,6,4015,450
2024-02-09 00:00:00+00:00,3,3,2888,391
2024-02-10 00:00:00+00:00,5,5,1328,187
2024-02-11 00:00:00+00:00,2,2,1653,199
2024-02-12 00:00:00+00:00,2,2,3452,408
2024-02-13 00:00:00+00:00,5,4,4100,443
2024-02-14 00:00:00+00:00,10,10,3766,476
2024-02-15 00:00:00+00:00,6,6,3774,442
2024-02-16 00:00:00+00:00,7,7,3043,388
2024-02-17 00:00:00+00:00,3,3,1297,203
2024-02-18 00:00:00+00:00,1,1,2127,245
2024-02-19 00:00:00+00:00,9,7,1268,177
