time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-05 00:00:00+00:00,5,5,1700,207
2024-01-06 00:00:00+00:00,4,4,2004,241
2024-01-07 00:00:00+00:00,3,2,1883,198
2024-01-08 00:00:00+00:00,8,7,3761,486
2024-01-09 00:00:00+00:00,27,9,3899,497
2024-01-10 00:00:00+00:00,12,10,3825,488
2024-01-11 00:00:00+00:00,9,8,3951,540
2024-01-12 00:00:00+00:00,7,7,3433,483
2024-01-13 00:00:00+00:00,5,5,1893,233
2024-01-14 00:00:00+00:00,5,4,1807,220
2024-01-15 00:00:00+00:00,10,9,4069,490
2024-01-16 00:00:00+00:00,32,17,4342,520
2024-01-17 00:00:00+00:00,16,9,4187,573
2024-01-18 00:00:00+00:00,35,8,4002,527
2024-01-19 00:00:00+00:00,30,9,2136,251
