time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-07 00:00:00+00:00,1,1,2049,286
2023-12-08 00:00:00+00:00,7,6,4102,488
2023-12-09 00:00:00+00:00,12,7,1934,257
2023-12-10 00:00:00+00:00,13,3,2243,288
2023-12-11 00:00:00+00:00,28,14,4444,544
2023-12-12 00:00:00+00:00,4,4,5082,546
2023-12-13 00:00:00+00:00,5,5,4864,518
2023-12-14 00:00:00+00:00,11,7,4619,560
2023-12-15 00:00:00+00:00,14,5,3179,463
2023-12-16 00:00:00+00:00,11,9,1496,204
2023-12-17 00:00:00+00:00,5,4,1691,206
2023-12-18 00:00:00+00:00,12,10,3525,446
2023-12-19 00:00:00+00:00,8,8,3272,450
2023-12-20 00:00:00+00:00,14,8,3835,438
2023-12-21 00:00:00+00:00,1,1,1840,202
