time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-04 00:00:00+00:00,3,3,831,211
2025-06-05 00:00:00+00:00,10,9,1365,403
2025-06-06 00:00:00+00:00,10,9,1558,371
2025-06-07 00:00:00+00:00,10,8,730,174
2025-06-08 00:00:00+00:00,4,4,762,200
2025-06-09 00:00:00+00:00,20,16,1347,357
2025-06-10 00:00:00+00:00,17,15,1763,414
2025-06-11 00:00:00+00:00,9,8,1572,435
2025-06-12 00:00:00+00:00,15,12,4380,436
2025-06-13 00:00:00+00:00,31,22,1871,379
2025-06-14 00:00:00+00:00,14,10,913,170
2025-06-15 00:00:00+00:00,18,11,812,200
2025-06-16 00:00:00+00:00,12,11,1467,426
2025-06-17 00:00:00+00:00,33,29,1647,408
2025-06-18 00:00:00+00:00,4,3,671,186
