time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-20 00:00:00+00:00,20,16,191,78
2026-06-21 00:00:00+00:00,25,20,178,85
2026-06-22 00:00:00+00:00,17,14,488,158
2026-06-23 00:00:00+00:00,23,14,662,171
2026-06-24 00:00:00+00:00,62,28,594,178
2026-06-25 00:00:00+00:00,60,38,611,190
2026-06-26 00:00:00+00:00,71,51,533,161
2026-06-27 00:00:00+00:00,100,82,273,90
2026-06-28 00:00:00+00:00,70,39,229,93
2026-06-29 00:00:00+00:00,74,66,455,155
2026-06-30 00:00:00+00:00,34,22,418,163
2026-07-01 00:00:00+00:00,30,19,427,185
2026-07-02 00:00:00+00:00,34,24,428,172
2026-07-03 00:00:00+00:00,37,31,498,165
