time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,10,7,945,204
2025-05-30 00:00:00+00:00,13,12,1143,331
2025-05-31 00:00:00+00:00,28,12,754,178
2025-06-01 00:00:00+00:00,5,5,994,194
2025-06-02 00:00:00+00:00,21,19,1690,377
2025-06-03 00:00:00+00:00,11,11,1631,408
2025-06-04 00:00:00+00:00,11,7,1874,410
2025-06-05 00:00:00+00:00,10,9,1365,403
2025-06-06 00:00:00+00:00,10,9,1558,371
2025-06-07 00:00:00+00:00,10,8,730,174
2025-06-08 00:00:00+00:00,4,4,762,200
2025-06-09 00:00:00+00:00,20,16,1347,357
2025-06-10 00:00:00+00:00,17,15,1763,414
2025-06-11 00:00:00+00:00,9,8,1572,435
2025-06-12 00:00:00+00:00,7,6,828,226
