time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-17 00:00:00+00:00,20,19,549,160
2025-10-18 00:00:00+00:00,35,21,707,175
2025-10-19 00:00:00+00:00,26,17,804,227
2025-10-20 00:00:00+00:00,32,24,1261,403
2025-10-21 00:00:00+00:00,41,32,1459,380
2025-10-22 00:00:00+00:00,49,36,1361,395
2025-10-23 00:00:00+00:00,22,14,1538,412
2025-10-24 00:00:00+00:00,41,27,1190,371
2025-10-25 00:00:00+00:00,22,18,502,181
2025-10-26 00:00:00+00:00,18,16,736,237
2025-10-27 00:00:00+00:00,28,25,1653,461
2025-10-28 00:00:00+00:00,37,32,1626,415
2025-10-29 00:00:00+00:00,88,38,1387,421
2025-10-30 00:00:00+00:00,55,41,1554,457
2025-10-31 00:00:00+00:00,18,17,499,192
