time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,3,3,298,109
2025-07-21 00:00:00+00:00,10,8,1446,381
2025-07-22 00:00:00+00:00,14,14,1512,379
2025-07-23 00:00:00+00:00,18,15,1563,427
2025-07-24 00:00:00+00:00,12,12,1508,347
2025-07-25 00:00:00+00:00,13,13,1085,289
2025-07-26 00:00:00+00:00,10,9,499,150
2025-07-27 00:00:00+00:00,6,6,395,149
2025-07-28 00:00:00+00:00,11,11,1493,388
2025-07-29 00:00:00+00:00,16,15,1616,343
2025-07-30 00:00:00+00:00,8,8,1359,336
2025-07-31 00:00:00+00:00,18,12,1164,334
2025-08-01 00:00:00+00:00,10,10,1237,301
2025-08-02 00:00:00+00:00,21,9,596,189
2025-08-03 00:00:00+00:00,3,3,208,77
