time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-12 00:00:00+00:00,1,1,2947,319
2023-12-13 00:00:00+00:00,5,5,4864,518
2023-12-14 00:00:00+00:00,11,7,4619,560
2023-12-15 00:00:00+00:00,14,5,3179,463
2023-12-16 00:00:00+00:00,11,9,1496,204
2023-12-17 00:00:00+00:00,5,4,1691,206
2023-12-18 00:00:00+00:00,12,10,3525,446
2023-12-19 00:00:00+00:00,8,8,3272,450
2023-12-20 00:00:00+00:00,14,8,3835,438
2023-12-21 00:00:00+00:00,4,4,3418,395
2023-12-22 00:00:00+00:00,9,7,2402,309
2023-12-23 00:00:00+00:00,4,4,1551,187
2023-12-24 00:00:00+00:00,6,6,1482,166
2023-12-25 00:00:00+00:00,3,3,2331,281
2023-12-26 00:00:00+00:00,6,6,1347,149
