time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-19 00:00:00+00:00,4,3,905,239
2025-02-20 00:00:00+00:00,10,10,1911,482
2025-02-21 00:00:00+00:00,15,14,1628,482
2025-02-22 00:00:00+00:00,9,9,860,226
2025-02-23 00:00:00+00:00,3,3,799,248
2025-02-24 00:00:00+00:00,11,10,2088,503
2025-02-25 00:00:00+00:00,29,15,2043,530
2025-02-26 00:00:00+00:00,20,14,1657,471
2025-02-27 00:00:00+00:00,37,18,2004,467
2025-02-28 00:00:00+00:00,42,16,1586,401
2025-03-01 00:00:00+00:00,4,3,863,232
2025-03-02 00:00:00+00:00,6,4,744,216
2025-03-03 00:00:00+00:00,3,3,1621,475
2025-03-04 00:00:00+00:00,11,9,2061,548
2025-03-05 00:00:00+00:00,4,4,830,238
