time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-16 00:00:00+00:00,4.0,4.0,1761,262
2024-07-17 00:00:00+00:00,20.0,6.0,4004,518
2024-07-18 00:00:00+00:00,5.0,5.0,3561,435
2024-07-19 00:00:00+00:00,9.0,3.0,2813,404
2024-07-20 00:00:00+00:00,2.0,2.0,1200,199
2024-07-21 00:00:00+00:00,3.0,2.0,1742,214
2024-07-22 00:00:00+00:00,8.0,3.0,4000,513
2024-07-23 00:00:00+00:00,49.0,8.0,4455,509
2024-07-24 00:00:00+00:00,14.0,6.0,4133,466
2024-07-25 00:00:00+00:00,32.0,6.0,3620,485
2024-07-26 00:00:00+00:00,19.0,4.0,3050,374
2024-07-27 00:00:00+00:00,,,1498,204
2024-07-28 00:00:00+00:00,,,1710,222
2024-07-29 00:00:00+00:00,42.0,7.0,4143,471
2024-07-30 00:00:00+00:00,3.0,3.0,1549,233
