time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,35,17,801,275
2026-04-21 00:00:00+00:00,21,13,1392,348
2026-04-22 00:00:00+00:00,17,10,954,300
2026-04-23 00:00:00+00:00,33,26,607,229
2026-04-24 00:00:00+00:00,31,23,875,267
2026-04-25 00:00:00+00:00,12,12,303,125
2026-04-26 00:00:00+00:00,13,13,389,147
2026-04-27 00:00:00+00:00,87,22,365,156
2026-04-28 00:00:00+00:00,44,17,629,210
2026-04-29 00:00:00+00:00,10,8,736,207
2026-04-30 00:00:00+00:00,154,22,729,227
2026-05-01 00:00:00+00:00,96,23,569,152
2026-05-02 00:00:00+00:00,34,16,463,121
2026-05-03 00:00:00+00:00,53,14,341,112
