time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-08 00:00:00+00:00,4.0,4.0,812,229
2024-11-09 00:00:00+00:00,3.0,2.0,924,209
2024-11-10 00:00:00+00:00,,,871,231
2024-11-11 00:00:00+00:00,35.0,6.0,1670,483
2024-11-12 00:00:00+00:00,6.0,6.0,2179,491
2024-11-13 00:00:00+00:00,4.0,4.0,2315,514
2024-11-14 00:00:00+00:00,3.0,3.0,2156,546
2024-11-15 00:00:00+00:00,37.0,4.0,1774,452
2024-11-16 00:00:00+00:00,1.0,1.0,722,224
2024-11-17 00:00:00+00:00,2.0,1.0,850,240
2024-11-18 00:00:00+00:00,4.0,4.0,1796,477
2024-11-19 00:00:00+00:00,9.0,3.0,2054,492
2024-11-20 00:00:00+00:00,12.0,10.0,2017,501
2024-11-21 00:00:00+00:00,64.0,8.0,2117,491
2024-11-22 00:00:00+00:00,,,766,222
