time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,3,2,1308,166
2024-04-22 00:00:00+00:00,19,14,4693,614
2024-04-23 00:00:00+00:00,16,15,5535,683
2024-04-24 00:00:00+00:00,42,22,4926,605
2024-04-25 00:00:00+00:00,21,17,4451,579
2024-04-26 00:00:00+00:00,11,7,3798,506
2024-04-27 00:00:00+00:00,9,9,2169,281
2024-04-28 00:00:00+00:00,25,9,2371,313
2024-04-29 00:00:00+00:00,22,21,4694,573
2024-04-30 00:00:00+00:00,43,18,4158,578
2024-05-01 00:00:00+00:00,17,15,2889,395
2024-05-02 00:00:00+00:00,12,10,4220,497
2024-05-03 00:00:00+00:00,10,10,3101,435
2024-05-04 00:00:00+00:00,5,5,1850,229
2024-05-05 00:00:00+00:00,2,2,761,105
