time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-31 00:00:00+00:00,4,4,2083,248
2024-02-01 00:00:00+00:00,31,13,4049,506
2024-02-02 00:00:00+00:00,9,8,3399,460
2024-02-03 00:00:00+00:00,7,5,1575,234
2024-02-04 00:00:00+00:00,9,7,1858,268
2024-02-05 00:00:00+00:00,7,7,3899,497
2024-02-06 00:00:00+00:00,6,5,3823,468
2024-02-07 00:00:00+00:00,10,9,3546,473
2024-02-08 00:00:00+00:00,7,6,4015,450
2024-02-09 00:00:00+00:00,3,3,2888,391
2024-02-10 00:00:00+00:00,5,5,1328,187
2024-02-11 00:00:00+00:00,2,2,1653,199
2024-02-12 00:00:00+00:00,2,2,3452,408
2024-02-13 00:00:00+00:00,5,4,4100,443
2024-02-14 00:00:00+00:00,5,5,1466,188
