time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-17 00:00:00+00:00,,,498,143
2024-11-18 00:00:00+00:00,4.0,4.0,1796,477
2024-11-19 00:00:00+00:00,9.0,3.0,2054,492
2024-11-20 00:00:00+00:00,12.0,10.0,2017,501
2024-11-21 00:00:00+00:00,64.0,8.0,2117,491
2024-11-22 00:00:00+00:00,24.0,5.0,1851,462
2024-11-23 00:00:00+00:00,2.0,2.0,823,242
2024-11-24 00:00:00+00:00,10.0,7.0,1010,243
2024-11-25 00:00:00+00:00,5.0,4.0,2420,579
2024-11-26 00:00:00+00:00,4.0,3.0,2005,522
2024-11-27 00:00:00+00:00,6.0,4.0,1930,472
2024-11-28 00:00:00+00:00,4.0,3.0,1646,438
2024-11-29 00:00:00+00:00,6.0,5.0,1440,350
2024-11-30 00:00:00+00:00,1.0,1.0,834,199
2024-12-01 00:00:00+00:00,1.0,1.0,337,97
