time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-22 00:00:00+00:00,14,9,860,274
2025-04-23 00:00:00+00:00,17,16,1831,458
2025-04-24 00:00:00+00:00,16,13,2516,505
2025-04-25 00:00:00+00:00,25,14,1451,415
2025-04-26 00:00:00+00:00,10,8,909,241
2025-04-27 00:00:00+00:00,7,7,995,257
2025-04-28 00:00:00+00:00,8,8,1875,470
2025-04-29 00:00:00+00:00,9,9,2028,468
2025-04-30 00:00:00+00:00,10,9,1775,445
2025-05-01 00:00:00+00:00,12,11,1128,304
2025-05-02 00:00:00+00:00,22,19,1076,330
2025-05-03 00:00:00+00:00,32,10,715,187
2025-05-04 00:00:00+00:00,21,17,752,203
2025-05-05 00:00:00+00:00,6,6,1544,410
2025-05-06 00:00:00+00:00,3,3,698,212
