time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-27 00:00:00+00:00,10,9,490,137
2025-06-28 00:00:00+00:00,11,9,665,145
2025-06-29 00:00:00+00:00,9,7,651,151
2025-06-30 00:00:00+00:00,19,17,1551,365
2025-07-01 00:00:00+00:00,21,20,1425,364
2025-07-02 00:00:00+00:00,14,13,1714,369
2025-07-03 00:00:00+00:00,24,19,2043,385
2025-07-04 00:00:00+00:00,42,19,972,315
2025-07-05 00:00:00+00:00,16,13,621,164
2025-07-06 00:00:00+00:00,12,11,655,184
2025-07-07 00:00:00+00:00,17,16,1614,403
2025-07-08 00:00:00+00:00,16,9,1800,447
2025-07-09 00:00:00+00:00,36,21,1527,422
2025-07-10 00:00:00+00:00,12,10,1404,375
2025-07-11 00:00:00+00:00,4,3,790,185
