time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-22 00:00:00+00:00,5,5,438,124
2025-03-23 00:00:00+00:00,11,10,1077,240
2025-03-24 00:00:00+00:00,24,15,2397,561
2025-03-25 00:00:00+00:00,23,18,2361,536
2025-03-26 00:00:00+00:00,29,13,2611,530
2025-03-27 00:00:00+00:00,37,20,2104,554
2025-03-28 00:00:00+00:00,7,6,1868,478
2025-03-29 00:00:00+00:00,8,5,1008,212
2025-03-30 00:00:00+00:00,5,4,867,245
2025-03-31 00:00:00+00:00,17,15,1714,496
2025-04-01 00:00:00+00:00,19,12,1831,501
2025-04-02 00:00:00+00:00,21,15,2040,477
2025-04-03 00:00:00+00:00,92,28,2131,470
2025-04-04 00:00:00+00:00,33,15,1571,398
2025-04-05 00:00:00+00:00,2,2,316,98
