time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-17 00:00:00+00:00,84,21,631,224
2025-02-18 00:00:00+00:00,432,58,1940,508
2025-02-19 00:00:00+00:00,725,71,1936,550
2025-02-20 00:00:00+00:00,545,77,1530,508
2025-02-21 00:00:00+00:00,2108,68,1520,508
2025-02-22 00:00:00+00:00,1437,34,683,242
2025-02-23 00:00:00+00:00,2056,97,578,243
2025-02-24 00:00:00+00:00,450,99,1308,533
2025-02-25 00:00:00+00:00,1187,59,1388,574
2025-02-26 00:00:00+00:00,790,87,1554,545
2025-02-27 00:00:00+00:00,419,66,1426,510
2025-02-28 00:00:00+00:00,579,89,1233,426
2025-03-01 00:00:00+00:00,126,29,511,220
2025-03-02 00:00:00+00:00,208,104,571,226
2025-03-03 00:00:00+00:00,43,13,437,187
