time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-15 00:00:00+00:00,704,148,582,234
2025-11-16 00:00:00+00:00,1201,143,942,400
2025-11-17 00:00:00+00:00,752,161,2141,694
2025-11-18 00:00:00+00:00,2265,238,1827,679
2025-11-19 00:00:00+00:00,461,145,1645,728
2025-11-20 00:00:00+00:00,435,103,1845,681
2025-11-21 00:00:00+00:00,478,131,1531,599
2025-11-22 00:00:00+00:00,163,84,700,383
2025-11-23 00:00:00+00:00,345,95,921,471
2025-11-24 00:00:00+00:00,1028,153,1736,814
2025-11-25 00:00:00+00:00,833,156,2998,749
2025-11-26 00:00:00+00:00,1406,382,1527,715
2025-11-27 00:00:00+00:00,926,116,1521,556
2025-11-28 00:00:00+00:00,630,102,1269,578
2025-11-29 00:00:00+00:00,112,54,371,162
