time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-23 00:00:00+00:00,176,58,663,274
2025-06-24 00:00:00+00:00,517,80,1666,610
2025-06-25 00:00:00+00:00,294,55,1201,480
2025-06-26 00:00:00+00:00,1917,58,1393,414
2025-06-27 00:00:00+00:00,1452,86,1027,365
2025-06-28 00:00:00+00:00,438,41,464,194
2025-06-29 00:00:00+00:00,433,132,531,182
2025-06-30 00:00:00+00:00,155,55,1250,420
2025-07-01 00:00:00+00:00,177,76,1241,416
2025-07-02 00:00:00+00:00,672,81,3178,417
2025-07-03 00:00:00+00:00,438,66,1425,522
2025-07-04 00:00:00+00:00,1868,49,1135,445
2025-07-05 00:00:00+00:00,280,39,388,155
2025-07-06 00:00:00+00:00,2221,128,454,188
2025-07-07 00:00:00+00:00,102,28,612,217
