time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,482,89,347,162
2025-10-02 00:00:00+00:00,339,113,784,295
2025-10-03 00:00:00+00:00,209,99,952,313
2025-10-04 00:00:00+00:00,126,68,2072,338
2025-10-05 00:00:00+00:00,219,102,429,178
2025-10-06 00:00:00+00:00,296,88,769,276
2025-10-07 00:00:00+00:00,140,94,950,371
2025-10-08 00:00:00+00:00,174,85,988,388
2025-10-09 00:00:00+00:00,952,134,1031,346
2025-10-10 00:00:00+00:00,2062,119,1030,369
2025-10-11 00:00:00+00:00,171,103,514,192
2025-10-12 00:00:00+00:00,353,117,538,206
2025-10-13 00:00:00+00:00,557,103,1133,427
2025-10-14 00:00:00+00:00,276,138,1104,367
2025-10-15 00:00:00+00:00,103,40,386,168
