time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,7,5,268,106
2024-12-30 00:00:00+00:00,78,21,851,303
2024-12-31 00:00:00+00:00,20,13,691,304
2025-01-01 00:00:00+00:00,14,10,423,247
2025-01-02 00:00:00+00:00,24,16,1208,404
2025-01-03 00:00:00+00:00,48,24,1039,364
2025-01-04 00:00:00+00:00,26,15,508,243
2025-01-05 00:00:00+00:00,18,10,593,257
2025-01-06 00:00:00+00:00,181,26,1435,620
2025-01-07 00:00:00+00:00,197,31,1690,916
2025-01-08 00:00:00+00:00,90,21,1253,411
2025-01-09 00:00:00+00:00,142,12,1361,473
2025-01-10 00:00:00+00:00,499,21,1147,372
2025-01-11 00:00:00+00:00,17,9,606,217
2025-01-12 00:00:00+00:00,16,8,238,95
