time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-29 00:00:00+00:00,211,27,913,201
2024-03-01 00:00:00+00:00,264,47,2019,363
2024-03-02 00:00:00+00:00,106,32,927,221
2024-03-03 00:00:00+00:00,307,117,950,223
2024-03-04 00:00:00+00:00,1072,52,1906,468
2024-03-05 00:00:00+00:00,85,31,2075,430
2024-03-06 00:00:00+00:00,228,40,2111,440
2024-03-07 00:00:00+00:00,158,51,1755,432
2024-03-08 00:00:00+00:00,237,39,1971,414
2024-03-09 00:00:00+00:00,45,21,1272,216
2024-03-10 00:00:00+00:00,241,112,1058,229
2024-03-11 00:00:00+00:00,342,44,2313,408
2024-03-12 00:00:00+00:00,287,49,2339,447
2024-03-13 00:00:00+00:00,286,54,2033,432
2024-03-14 00:00:00+00:00,47,22,983,214
