time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-28 00:00:00+00:00,74,24,224,108
2025-06-29 00:00:00+00:00,433,132,531,182
2025-06-30 00:00:00+00:00,155,55,1250,420
2025-07-01 00:00:00+00:00,177,76,1241,416
2025-07-02 00:00:00+00:00,672,81,3178,417
2025-07-03 00:00:00+00:00,438,66,1425,522
2025-07-04 00:00:00+00:00,1868,49,1135,445
2025-07-05 00:00:00+00:00,280,39,388,155
2025-07-06 00:00:00+00:00,2221,128,454,188
2025-07-07 00:00:00+00:00,248,67,1294,430
2025-07-08 00:00:00+00:00,872,74,1398,438
2025-07-09 00:00:00+00:00,156,70,1258,417
2025-07-10 00:00:00+00:00,1192,81,1330,412
2025-07-11 00:00:00+00:00,792,76,1253,393
2025-07-12 00:00:00+00:00,18,14,338,89
