time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-24 00:00:00+00:00,7,5,441,106
2024-12-25 00:00:00+00:00,28,16,557,239
2024-12-26 00:00:00+00:00,31,16,733,280
2024-12-27 00:00:00+00:00,110,18,835,280
2024-12-28 00:00:00+00:00,17,9,646,208
2024-12-29 00:00:00+00:00,200,15,460,180
2024-12-30 00:00:00+00:00,78,21,851,303
2024-12-31 00:00:00+00:00,20,13,691,304
2025-01-01 00:00:00+00:00,14,10,423,247
2025-01-02 00:00:00+00:00,24,16,1208,404
2025-01-03 00:00:00+00:00,48,24,1039,364
2025-01-04 00:00:00+00:00,26,15,508,243
2025-01-05 00:00:00+00:00,18,10,593,257
2025-01-06 00:00:00+00:00,181,26,1435,620
2025-01-07 00:00:00+00:00,158,19,1123,702
