time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-03 00:00:00+00:00,2405,217,593,240
2026-06-04 00:00:00+00:00,2478,209,553,247
2026-06-05 00:00:00+00:00,1663,151,779,285
2026-06-06 00:00:00+00:00,3829,127,443,160
2026-06-07 00:00:00+00:00,1499,217,765,230
2026-06-08 00:00:00+00:00,1743,312,501,253
2026-06-09 00:00:00+00:00,12690,156,776,284
2026-06-10 00:00:00+00:00,5091,212,584,225
2026-06-11 00:00:00+00:00,4215,257,688,281
2026-06-12 00:00:00+00:00,9958,180,673,321
2026-06-13 00:00:00+00:00,1932,279,481,279
2026-06-14 00:00:00+00:00,682,187,374,147
2026-06-15 00:00:00+00:00,1186,196,429,231
2026-06-16 00:00:00+00:00,4300,403,375,183
