time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-05 00:00:00+00:00,14,10,608,246
2024-11-06 00:00:00+00:00,105,13,1452,480
2024-11-07 00:00:00+00:00,122,19,1252,480
2024-11-08 00:00:00+00:00,198,21,1079,425
2024-11-09 00:00:00+00:00,22,12,469,206
2024-11-10 00:00:00+00:00,22,10,656,227
2024-11-11 00:00:00+00:00,255,28,1263,447
2024-11-12 00:00:00+00:00,192,28,1367,494
2024-11-13 00:00:00+00:00,296,19,1628,517
2024-11-14 00:00:00+00:00,135,12,1544,541
2024-11-15 00:00:00+00:00,336,15,1404,458
2024-11-16 00:00:00+00:00,121,4,885,236
2024-11-17 00:00:00+00:00,39,10,732,296
2024-11-18 00:00:00+00:00,247,24,1424,506
2024-11-19 00:00:00+00:00,15,11,636,236
