time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-27 00:00:00+00:00,63,12,628,209
2024-11-28 00:00:00+00:00,80,18,1295,441
2024-11-29 00:00:00+00:00,32,17,999,374
2024-11-30 00:00:00+00:00,100,8,536,200
2024-12-01 00:00:00+00:00,114,27,753,239
2024-12-02 00:00:00+00:00,268,28,1721,509
2024-12-03 00:00:00+00:00,119,21,1465,478
2024-12-04 00:00:00+00:00,113,17,1519,480
2024-12-05 00:00:00+00:00,32,18,1364,468
2024-12-06 00:00:00+00:00,57,17,1213,395
2024-12-07 00:00:00+00:00,22,14,582,230
2024-12-08 00:00:00+00:00,25,16,726,229
2024-12-09 00:00:00+00:00,83,16,1537,505
2024-12-10 00:00:00+00:00,84,29,1441,495
2024-12-11 00:00:00+00:00,40,12,480,198
