time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-22 00:00:00+00:00,118,9,691,199
2024-08-23 00:00:00+00:00,391,27,1657,329
2024-08-24 00:00:00+00:00,17,10,637,145
2024-08-25 00:00:00+00:00,19,11,710,177
2024-08-26 00:00:00+00:00,242,24,2307,427
2024-08-27 00:00:00+00:00,649,20,2486,467
2024-08-28 00:00:00+00:00,936,28,2647,463
2024-08-29 00:00:00+00:00,353,28,2219,456
2024-08-30 00:00:00+00:00,250,22,1804,431
2024-08-31 00:00:00+00:00,117,16,736,191
2024-09-01 00:00:00+00:00,203,21,886,197
2024-09-02 00:00:00+00:00,543,30,1703,414
2024-09-03 00:00:00+00:00,360,18,1922,452
2024-09-04 00:00:00+00:00,230,22,2080,483
2024-09-05 00:00:00+00:00,21,9,961,216
