time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-11 00:00:00+00:00,83,60,178,86
2025-10-12 00:00:00+00:00,353,117,538,206
2025-10-13 00:00:00+00:00,557,103,1133,427
2025-10-14 00:00:00+00:00,276,138,1104,367
2025-10-15 00:00:00+00:00,691,124,817,388
2025-10-16 00:00:00+00:00,581,165,1552,520
2025-10-17 00:00:00+00:00,303,118,1756,577
2025-10-18 00:00:00+00:00,124,77,976,425
2025-10-19 00:00:00+00:00,157,90,971,372
2025-10-20 00:00:00+00:00,203,80,1834,695
2025-10-21 00:00:00+00:00,357,120,2077,729
2025-10-22 00:00:00+00:00,331,123,2369,741
2025-10-23 00:00:00+00:00,290,69,2165,790
2025-10-24 00:00:00+00:00,1609,73,1962,796
2025-10-25 00:00:00+00:00,61,45,489,210
