time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-11 00:00:00+00:00,3847,206,990,438
2026-03-12 00:00:00+00:00,2102,172,1345,381
2026-03-13 00:00:00+00:00,2606,212,1026,356
2026-03-14 00:00:00+00:00,3199,126,498,238
2026-03-15 00:00:00+00:00,2334,250,547,203
2026-03-16 00:00:00+00:00,3609,336,1229,425
2026-03-17 00:00:00+00:00,5046,982,1297,440
2026-03-18 00:00:00+00:00,5809,901,1438,423
2026-03-19 00:00:00+00:00,4173,557,1504,445
2026-03-20 00:00:00+00:00,4457,542,1236,391
2026-03-21 00:00:00+00:00,1069,171,506,192
2026-03-22 00:00:00+00:00,1468,215,576,238
2026-03-23 00:00:00+00:00,1740,479,1082,453
2026-03-24 00:00:00+00:00,1632,149,1154,504
