time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-01 00:00:00+00:00,377,92,698,329
2025-12-02 00:00:00+00:00,517,154,1362,655
2025-12-03 00:00:00+00:00,584,74,1435,661
2025-12-04 00:00:00+00:00,24129,227,1276,541
2025-12-05 00:00:00+00:00,1255,206,1376,540
2025-12-06 00:00:00+00:00,1351,198,782,338
2025-12-07 00:00:00+00:00,13221,248,809,380
2025-12-08 00:00:00+00:00,2191,188,1437,628
2025-12-09 00:00:00+00:00,1570,200,1416,590
2025-12-10 00:00:00+00:00,1071,156,1399,573
2025-12-11 00:00:00+00:00,794,128,4410,3482
2025-12-12 00:00:00+00:00,607,176,1002,431
2025-12-13 00:00:00+00:00,2250,122,641,302
2025-12-14 00:00:00+00:00,4249,160,677,308
2025-12-15 00:00:00+00:00,928,76,563,259
