time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-06 00:00:00+00:00,99,9,711,174
2024-09-07 00:00:00+00:00,72,11,665,186
2024-09-08 00:00:00+00:00,27,12,687,194
2024-09-09 00:00:00+00:00,21,15,2163,450
2024-09-10 00:00:00+00:00,108,24,1997,443
2024-09-11 00:00:00+00:00,138,22,2003,414
2024-09-12 00:00:00+00:00,161,22,2174,465
2024-09-13 00:00:00+00:00,410,12,1907,436
2024-09-14 00:00:00+00:00,36,10,822,247
2024-09-15 00:00:00+00:00,41,22,834,196
2024-09-16 00:00:00+00:00,154,13,1850,369
2024-09-17 00:00:00+00:00,182,13,1758,399
2024-09-18 00:00:00+00:00,293,21,2118,408
2024-09-19 00:00:00+00:00,146,18,2528,494
2024-09-20 00:00:00+00:00,76,16,1314,204
