time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-27 00:00:00+00:00,25,15,365,92
2023-12-28 00:00:00+00:00,194,35,1237,229
2023-12-29 00:00:00+00:00,218,28,963,228
2023-12-30 00:00:00+00:00,178,32,664,139
2023-12-31 00:00:00+00:00,117,61,439,104
2024-01-01 00:00:00+00:00,305,35,754,138
2024-01-02 00:00:00+00:00,750,76,1684,320
2024-01-03 00:00:00+00:00,159,42,1499,312
2024-01-04 00:00:00+00:00,265,61,2215,351
2024-01-05 00:00:00+00:00,162,33,1905,383
2024-01-06 00:00:00+00:00,219,25,649,168
2024-01-07 00:00:00+00:00,242,71,771,160
2024-01-08 00:00:00+00:00,358,69,1689,379
2024-01-09 00:00:00+00:00,523,57,1830,426
2024-01-10 00:00:00+00:00,138,38,977,178
