time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-09 00:00:00+00:00,88,5,556,229
2025-01-10 00:00:00+00:00,499,21,1147,372
2025-01-11 00:00:00+00:00,17,9,606,217
2025-01-12 00:00:00+00:00,119,18,657,240
2025-01-13 00:00:00+00:00,78,22,1654,509
2025-01-14 00:00:00+00:00,182,18,1512,480
2025-01-15 00:00:00+00:00,239,14,992,428
2025-01-16 00:00:00+00:00,64,21,1113,437
2025-01-17 00:00:00+00:00,23,14,1201,428
2025-01-18 00:00:00+00:00,159,10,415,187
2025-01-19 00:00:00+00:00,16,9,514,217
2025-01-20 00:00:00+00:00,159,18,1226,438
2025-01-21 00:00:00+00:00,50,14,1258,470
2025-01-22 00:00:00+00:00,22,15,1408,467
2025-01-23 00:00:00+00:00,35,9,476,192
