time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-29 00:00:00+00:00,101,32,543,250
2025-04-30 00:00:00+00:00,363,73,1303,428
2025-05-01 00:00:00+00:00,286,51,840,327
2025-05-02 00:00:00+00:00,299,67,917,357
2025-05-03 00:00:00+00:00,170,32,1124,355
2025-05-04 00:00:00+00:00,204,80,1168,462
2025-05-05 00:00:00+00:00,191,57,1415,453
2025-05-06 00:00:00+00:00,146,59,1259,540
2025-05-07 00:00:00+00:00,770,65,1369,503
2025-05-08 00:00:00+00:00,564,105,4325,472
2025-05-09 00:00:00+00:00,1944,109,1048,362
2025-05-10 00:00:00+00:00,664,47,633,230
2025-05-11 00:00:00+00:00,604,111,641,226
2025-05-12 00:00:00+00:00,370,67,1537,492
2025-05-13 00:00:00+00:00,160,21,544,218
