time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-28 00:00:00+00:00,108,15,1198,221
2024-08-29 00:00:00+00:00,353,28,2219,456
2024-08-30 00:00:00+00:00,250,22,1804,431
2024-08-31 00:00:00+00:00,117,16,736,191
2024-09-01 00:00:00+00:00,203,21,886,197
2024-09-02 00:00:00+00:00,543,30,1703,414
2024-09-03 00:00:00+00:00,360,18,1922,452
2024-09-04 00:00:00+00:00,230,22,2080,483
2024-09-05 00:00:00+00:00,215,11,2113,438
2024-09-06 00:00:00+00:00,297,17,1686,383
2024-09-07 00:00:00+00:00,72,11,665,186
2024-09-08 00:00:00+00:00,27,12,687,194
2024-09-09 00:00:00+00:00,21,15,2163,450
2024-09-10 00:00:00+00:00,108,24,1997,443
2024-09-11 00:00:00+00:00,22,17,828,192
